word	sentiment	lexicon
warlike	negative	nrc
warn	negative	nrc
warp	negative	nrc
warped	negative	nrc
warranty	positive	nrc
warrior	positive	nrc
wart	negative	nrc
waste	negative	nrc
wasted	negative	nrc
wasteful	negative	nrc
wasting	negative	nrc
watchdog	positive	nrc
watchful	positive	nrc
watchman	positive	nrc
waterproof	positive	nrc
watery	negative	nrc
waver	negative	nrc
weakened	negative	nrc
weakly	negative	nrc
weakness	negative	nrc
wealth	positive	nrc
wear	negative	nrc
wearily	negative	nrc
weariness	negative	nrc
weary	negative	nrc
weatherproof	positive	nrc
weeds	negative	nrc
weep	negative	nrc
weight	negative	nrc
weight	positive	nrc
weird	negative	nrc
weirdo	negative	nrc
welcomed	positive	nrc
wen	negative	nrc
wench	negative	nrc
whack	negative	nrc
whim	negative	nrc
whine	negative	nrc
whip	negative	nrc
whirlwind	negative	nrc
whisky	negative	nrc
white	positive	nrc
whiteness	positive	nrc
wholesome	positive	nrc
whore	negative	nrc
wicked	negative	nrc
wickedness	negative	nrc
wicket	positive	nrc
widespread	positive	nrc
wild	negative	nrc
wildcat	negative	nrc
wildfire	negative	nrc
willful	negative	nrc
willingly	positive	nrc
willingness	positive	nrc
wimp	negative	nrc
wimpy	negative	nrc
wince	negative	nrc
windfall	positive	nrc
winner	positive	nrc
winning	positive	nrc
winnings	positive	nrc
wireless	positive	nrc
wis	positive	nrc
wisdom	positive	nrc
wise	positive	nrc
wit	positive	nrc
witch	negative	nrc
witchcraft	negative	nrc
withdraw	negative	nrc
wither	negative	nrc
withered	negative	nrc
withstand	positive	nrc
wits	positive	nrc
witty	positive	nrc
wizard	positive	nrc
woe	negative	nrc
woeful	negative	nrc
woefully	negative	nrc
womb	positive	nrc
wonderful	positive	nrc
wonderfully	positive	nrc
wondrous	positive	nrc
word	positive	nrc
words	negative	nrc
working	positive	nrc
worm	negative	nrc
worn	negative	nrc
worried	negative	nrc
worry	negative	nrc
worrying	negative	nrc
worse	negative	nrc
worsening	negative	nrc
worship	positive	nrc
worth	positive	nrc
worthless	negative	nrc
worthy	positive	nrc
wot	positive	nrc
wound	negative	nrc
wrangling	negative	nrc
wrath	negative	nrc
wreak	negative	nrc
wreck	negative	nrc
wrecked	negative	nrc
wrench	negative	nrc
wrestling	negative	nrc
wretch	negative	nrc
wretched	negative	nrc
writer	positive	nrc
wrong	negative	nrc
wrongdoing	negative	nrc
wrongful	negative	nrc
wrongly	negative	nrc
wrought	negative	nrc
wry	negative	nrc
xenophobia	negative	nrc
yawn	negative	nrc
yawning	negative	nrc
yearning	negative	nrc
yearning	positive	nrc
yell	negative	nrc
yellows	negative	nrc
yelp	negative	nrc
young	positive	nrc
younger	positive	nrc
youth	positive	nrc
zeal	positive	nrc
zealous	positive	nrc
zest	positive	nrc
zip	negative	nrc
2-faced	negative	bing
2-faces	negative	bing
a+	positive	bing
abnormal	negative	bing
abolish	negative	bing
abominable	negative	bing
abominably	negative	bing
abominate	negative	bing
abomination	negative	bing
abort	negative	bing
aborted	negative	bing
aborts	negative	bing
abound	positive	bing
abounds	positive	bing
abrade	negative	bing
abrasive	negative	bing
abrupt	negative	bing
abruptly	negative	bing
abscond	negative	bing
absence	negative	bing
absent-minded	negative	bing
absentee	negative	bing
absurd	negative	bing
absurdity	negative	bing
absurdly	negative	bing
absurdness	negative	bing
abundance	positive	bing
abundant	positive	bing
abuse	negative	bing
abused	negative	bing
abuses	negative	bing
abusive	negative	bing
abysmal	negative	bing
abysmally	negative	bing
abyss	negative	bing
accessable	positive	bing
accessible	positive	bing
accidental	negative	bing
acclaim	positive	bing
acclaimed	positive	bing
acclamation	positive	bing
accolade	positive	bing
accolades	positive	bing
accommodative	positive	bing
accomodative	positive	bing
accomplish	positive	bing
accomplished	positive	bing
accomplishment	positive	bing
accomplishments	positive	bing
accost	negative	bing
accurate	positive	bing
accurately	positive	bing
accursed	negative	bing
accusation	negative	bing
accusations	negative	bing
accuse	negative	bing
accuses	negative	bing
accusing	negative	bing
accusingly	negative	bing
acerbate	negative	bing
acerbic	negative	bing
acerbically	negative	bing
ache	negative	bing
ached	negative	bing
aches	negative	bing
achey	negative	bing
achievable	positive	bing
achievement	positive	bing
achievements	positive	bing
achievible	positive	bing
aching	negative	bing
acrid	negative	bing
acridly	negative	bing
acridness	negative	bing
acrimonious	negative	bing
acrimoniously	negative	bing
acrimony	negative	bing
acumen	positive	bing
adamant	negative	bing
adamantly	negative	bing
adaptable	positive	bing
adaptive	positive	bing
addict	negative	bing
addicted	negative	bing
addicting	negative	bing
addicts	negative	bing
adequate	positive	bing
adjustable	positive	bing
admirable	positive	bing
admirably	positive	bing
admiration	positive	bing
admire	positive	bing
admirer	positive	bing
admiring	positive	bing
admiringly	positive	bing
admonish	negative	bing
admonisher	negative	bing
admonishingly	negative	bing
admonishment	negative	bing
admonition	negative	bing
adorable	positive	bing
adore	positive	bing
adored	positive	bing
adorer	positive	bing
adoring	positive	bing
adoringly	positive	bing
adroit	positive	bing
adroitly	positive	bing
adulate	positive	bing
adulation	positive	bing
adulatory	positive	bing
adulterate	negative	bing
adulterated	negative	bing
adulteration	negative	bing
adulterier	negative	bing
advanced	positive	bing
advantage	positive	bing
advantageous	positive	bing
advantageously	positive	bing
advantages	positive	bing
adventuresome	positive	bing
adventurous	positive	bing
adversarial	negative	bing
adversary	negative	bing
adverse	negative	bing
adversity	negative	bing
advocate	positive	bing
advocated	positive	bing
advocates	positive	bing
affability	positive	bing
affable	positive	bing
affably	positive	bing
affectation	positive	bing
affection	positive	bing
affectionate	positive	bing
affinity	positive	bing
affirm	positive	bing
affirmation	positive	bing
affirmative	positive	bing
afflict	negative	bing
affliction	negative	bing
afflictive	negative	bing
affluence	positive	bing
affluent	positive	bing
afford	positive	bing
affordable	positive	bing
affordably	positive	bing
affront	negative	bing
afordable	positive	bing
afraid	negative	bing
aggravate	negative	bing
aggravating	negative	bing
aggravation	negative	bing
aggression	negative	bing
aggressive	negative	bing
aggressiveness	negative	bing
aggressor	negative	bing
aggrieve	negative	bing
aggrieved	negative	bing
aggrivation	negative	bing
aghast	negative	bing
agile	positive	bing
agilely	positive	bing
agility	positive	bing
agonies	negative	bing
agonize	negative	bing
agonizing	negative	bing
agonizingly	negative	bing
agony	negative	bing
agreeable	positive	bing
agreeableness	positive	bing
agreeably	positive	bing
aground	negative	bing
ail	negative	bing
ailing	negative	bing
ailment	negative	bing
aimless	negative	bing
alarm	negative	bing
alarmed	negative	bing
alarming	negative	bing
alarmingly	negative	bing
alienate	negative	bing
alienated	negative	bing
alienation	negative	bing
all-around	positive	bing
allegation	negative	bing
allegations	negative	bing
allege	negative	bing
allergic	negative	bing
allergies	negative	bing
allergy	negative	bing
alluring	positive	bing
alluringly	positive	bing
aloof	negative	bing
altercation	negative	bing
altruistic	positive	bing
altruistically	positive	bing
amaze	positive	bing
amazed	positive	bing
amazement	positive	bing
amazes	positive	bing
amazing	positive	bing
amazingly	positive	bing
ambiguity	negative	bing
ambiguous	negative	bing
ambitious	positive	bing
ambitiously	positive	bing
ambivalence	negative	bing
ambivalent	negative	bing
ambush	negative	bing
ameliorate	positive	bing
amenable	positive	bing
amenity	positive	bing
amiability	positive	bing
amiabily	positive	bing
amiable	positive	bing
amicability	positive	bing
amicable	positive	bing
amicably	positive	bing
amiss	negative	bing
amity	positive	bing
ample	positive	bing
amply	positive	bing
amputate	negative	bing
amuse	positive	bing
amusing	positive	bing
amusingly	positive	bing
anarchism	negative	bing
anarchist	negative	bing
anarchistic	negative	bing
anarchy	negative	bing
anemic	negative	bing
angel	positive	bing
angelic	positive	bing
anger	negative	bing
angrily	negative	bing
angriness	negative	bing
angry	negative	bing
anguish	negative	bing
animosity	negative	bing
annihilate	negative	bing
annihilation	negative	bing
annoy	negative	bing
annoyance	negative	bing
annoyances	negative	bing
annoyed	negative	bing
annoying	negative	bing
annoyingly	negative	bing
annoys	negative	bing
anomalous	negative	bing
anomaly	negative	bing
antagonism	negative	bing
antagonist	negative	bing
antagonistic	negative	bing
antagonize	negative	bing
anti-	negative	bing
anti-american	negative	bing
anti-israeli	negative	bing
anti-occupation	negative	bing
anti-proliferation	negative	bing
anti-semites	negative	bing
anti-social	negative	bing
anti-us	negative	bing
anti-white	negative	bing
antipathy	negative	bing
antiquated	negative	bing
antithetical	negative	bing
anxieties	negative	bing
anxiety	negative	bing
anxious	negative	bing
anxiously	negative	bing
anxiousness	negative	bing
apathetic	negative	bing
apathetically	negative	bing
apathy	negative	bing
apocalypse	negative	bing
apocalyptic	negative	bing
apologist	negative	bing
apologists	negative	bing
apotheosis	positive	bing
appal	negative	bing
appall	negative	bing
appalled	negative	bing
appalling	negative	bing
appallingly	negative	bing
appeal	positive	bing
appealing	positive	bing
applaud	positive	bing
appreciable	positive	bing
appreciate	positive	bing
appreciated	positive	bing
appreciates	positive	bing
appreciative	positive	bing
appreciatively	positive	bing
apprehension	negative	bing
apprehensions	negative	bing
apprehensive	negative	bing
apprehensively	negative	bing
appropriate	positive	bing
approval	positive	bing
approve	positive	bing
arbitrary	negative	bing
arcane	negative	bing
archaic	negative	bing
ardent	positive	bing
ardently	positive	bing
ardor	positive	bing
arduous	negative	bing
arduously	negative	bing
argumentative	negative	bing
arrogance	negative	bing
arrogant	negative	bing
arrogantly	negative	bing
articulate	positive	bing
ashamed	negative	bing
asinine	negative	bing
asininely	negative	bing
asinininity	negative	bing
askance	negative	bing
asperse	negative	bing
aspersion	negative	bing
aspersions	negative	bing
aspiration	positive	bing
aspirations	positive	bing
aspire	positive	bing
assail	negative	bing
assassin	negative	bing
assassinate	negative	bing
assault	negative	bing
assult	negative	bing
assurance	positive	bing
assurances	positive	bing
assure	positive	bing
assuredly	positive	bing
assuring	positive	bing
astonish	positive	bing
astonished	positive	bing
astonishing	positive	bing
astonishingly	positive	bing
astonishment	positive	bing
astound	positive	bing
astounded	positive	bing
astounding	positive	bing
astoundingly	positive	bing
astray	negative	bing
astutely	positive	bing
asunder	negative	bing
atrocious	negative	bing
atrocities	negative	bing
atrocity	negative	bing
atrophy	negative	bing
attack	negative	bing
attacks	negative	bing
attentive	positive	bing
attraction	positive	bing
attractive	positive	bing
attractively	positive	bing
attune	positive	bing
audacious	negative	bing
audaciously	negative	bing
audaciousness	negative	bing
audacity	negative	bing
audible	positive	bing
audibly	positive	bing
audiciously	negative	bing
auspicious	positive	bing
austere	negative	bing
authentic	positive	bing
authoritarian	negative	bing
authoritative	positive	bing
autocrat	negative	bing
autocratic	negative	bing
autonomous	positive	bing
available	positive	bing
avalanche	negative	bing
avarice	negative	bing
avaricious	negative	bing
avariciously	negative	bing
avenge	negative	bing
aver	positive	bing
averse	negative	bing
aversion	negative	bing
avid	positive	bing
avidly	positive	bing
award	positive	bing
awarded	positive	bing
awards	positive	bing
awe	positive	bing
awed	positive	bing
aweful	negative	bing
awesome	positive	bing
awesomely	positive	bing
awesomeness	positive	bing
awestruck	positive	bing
awful	negative	bing
awfully	negative	bing
awfulness	negative	bing
awkward	negative	bing
awkwardness	negative	bing
awsome	positive	bing
ax	negative	bing
babble	negative	bing
back-logged	negative	bing
back-wood	negative	bing
back-woods	negative	bing
backache	negative	bing
backaches	negative	bing
backaching	negative	bing
backbite	negative	bing
backbiting	negative	bing
backbone	positive	bing
backward	negative	bing
backwardness	negative	bing
backwood	negative	bing
backwoods	negative	bing
bad	negative	bing
badly	negative	bing
baffle	negative	bing
baffled	negative	bing
bafflement	negative	bing
baffling	negative	bing
bait	negative	bing
balanced	positive	bing
balk	negative	bing
banal	negative	bing
banalize	negative	bing
bane	negative	bing
banish	negative	bing
banishment	negative	bing
bankrupt	negative	bing
barbarian	negative	bing
barbaric	negative	bing
barbarically	negative	bing
barbarity	negative	bing
barbarous	negative	bing
barbarously	negative	bing
bargain	positive	bing
barren	negative	bing
baseless	negative	bing
bash	negative	bing
bashed	negative	bing
bashful	negative	bing
bashing	negative	bing
bastard	negative	bing
bastards	negative	bing
battered	negative	bing
battering	negative	bing
batty	negative	bing
bearish	negative	bing
beastly	negative	bing
beauteous	positive	bing
beautiful	positive	bing
beautifullly	positive	bing
beautifully	positive	bing
beautify	positive	bing
beauty	positive	bing
beckon	positive	bing
beckoned	positive	bing
beckoning	positive	bing
beckons	positive	bing
bedlam	negative	bing
bedlamite	negative	bing
befoul	negative	bing
beg	negative	bing
beggar	negative	bing
beggarly	negative	bing
begging	negative	bing
beguile	negative	bing
belabor	negative	bing
belated	negative	bing
beleaguer	negative	bing
belie	negative	bing
believable	positive	bing
believeable	positive	bing
belittle	negative	bing
belittled	negative	bing
belittling	negative	bing
bellicose	negative	bing
belligerence	negative	bing
belligerent	negative	bing
belligerently	negative	bing
beloved	positive	bing
bemoan	negative	bing
bemoaning	negative	bing
bemused	negative	bing
benefactor	positive	bing
beneficent	positive	bing
beneficial	positive	bing
beneficially	positive	bing
beneficiary	positive	bing
benefit	positive	bing
benefits	positive	bing
benevolence	positive	bing
benevolent	positive	bing
benifits	positive	bing
bent	negative	bing
berate	negative	bing
bereave	negative	bing
bereavement	negative	bing
bereft	negative	bing
berserk	negative	bing
beseech	negative	bing
beset	negative	bing
besiege	negative	bing
besmirch	negative	bing
best	positive	bing
best-known	positive	bing
best-performing	positive	bing
best-selling	positive	bing
bestial	negative	bing
betray	negative	bing
betrayal	negative	bing
betrayals	negative	bing
betrayer	negative	bing
betraying	negative	bing
betrays	negative	bing
better	positive	bing
better-known	positive	bing
better-than-expected	positive	bing
beutifully	positive	bing
bewail	negative	bing
beware	negative	bing
bewilder	negative	bing
bewildered	negative	bing
bewildering	negative	bing
bewilderingly	negative	bing
bewilderment	negative	bing
bewitch	negative	bing
bias	negative	bing
biased	negative	bing
biases	negative	bing
bicker	negative	bing
bickering	negative	bing
bid-rigging	negative	bing
bigotries	negative	bing
bigotry	negative	bing
bitch	negative	bing
bitchy	negative	bing
biting	negative	bing
bitingly	negative	bing
bitter	negative	bing
bitterly	negative	bing
bitterness	negative	bing
bizarre	negative	bing
blab	negative	bing
blabber	negative	bing
blackmail	negative	bing
blah	negative	bing
blame	negative	bing
blameless	positive	bing
blameworthy	negative	bing
bland	negative	bing
blandish	negative	bing
blaspheme	negative	bing
blasphemous	negative	bing
blasphemy	negative	bing
blasted	negative	bing
blatant	negative	bing
blatantly	negative	bing
blather	negative	bing
bleak	negative	bing
bleakly	negative	bing
bleakness	negative	bing
bleed	negative	bing
bleeding	negative	bing
bleeds	negative	bing
blemish	negative	bing
bless	positive	bing
blessing	positive	bing
blind	negative	bing
blinding	negative	bing
blindingly	negative	bing
blindside	negative	bing
bliss	positive	bing
blissful	positive	bing
blissfully	positive	bing
blister	negative	bing
blistering	negative	bing
blithe	positive	bing
bloated	negative	bing
blockage	negative	bing
blockbuster	positive	bing
blockhead	negative	bing
bloodshed	negative	bing
bloodthirsty	negative	bing
bloody	negative	bing
bloom	positive	bing
blossom	positive	bing
blotchy	negative	bing
blow	negative	bing
blunder	negative	bing
blundering	negative	bing
blunders	negative	bing
blunt	negative	bing
blur	negative	bing
bluring	negative	bing
blurred	negative	bing
blurring	negative	bing
blurry	negative	bing
blurs	negative	bing
blurt	negative	bing
boastful	negative	bing
boggle	negative	bing
bogus	negative	bing
boil	negative	bing
boiling	negative	bing
boisterous	negative	bing
bolster	positive	bing
bomb	negative	bing
bombard	negative	bing
bombardment	negative	bing
bombastic	negative	bing
bondage	negative	bing
bonkers	negative	bing
bonny	positive	bing
bonus	positive	bing
bonuses	positive	bing
boom	positive	bing
booming	positive	bing
boost	positive	bing
bore	negative	bing
bored	negative	bing
boredom	negative	bing
bores	negative	bing
boring	negative	bing
botch	negative	bing
bother	negative	bing
bothered	negative	bing
bothering	negative	bing
bothers	negative	bing
bothersome	negative	bing
boundless	positive	bing
bountiful	positive	bing
bowdlerize	negative	bing
boycott	negative	bing
braggart	negative	bing
bragger	negative	bing
brainiest	positive	bing
brainless	negative	bing
brainwash	negative	bing
brainy	positive	bing
brand-new	positive	bing
brash	negative	bing
brashly	negative	bing
brashness	negative	bing
brat	negative	bing
bravado	negative	bing
brave	positive	bing
bravery	positive	bing
bravo	positive	bing
brazen	negative	bing
brazenly	negative	bing
brazenness	negative	bing
breach	negative	bing
break	negative	bing
break-up	negative	bing
break-ups	negative	bing
breakdown	negative	bing
breaking	negative	bing
